No.,authors,title,year,vol,no,fpage,doi,authors,article title,journal title,year,vol,no,fpage,doi
488,"So Yeon Shin, Dong Kyun Seo, Shin Young Kim, Jong Cheol Seo, Yeon Ju Seo, Yoon Joo Lee, Chang Hyun Bin, Taek Geun Jung, Chun Ho Song, Hyun Min Yoon, Cheol Hong Kim, Kyung Jeon Jang",The Effect of Pharmacopuncture for Women with Knee Osteoarthritis,2015,32,3,163,10.13045/acupunct.2015048,"Hong-Je Ko, Jae-Hee Yoo, Jeong-Cheol Shin",A Systematic Review and Meta-Analysis of Fire Needling Treatment for Knee Osteoarthritis: Focused on Comparative Studies with Manual Acupuncture Treatment during Recent Five Years,Korean Journal of Acupuncture,2019,36,2,104,10.14406/acu.2019.012
489,"Mu Seob Park, Se Jung Oh, Jung Hee Lee, Seung Ah Jun, Han Mi Gong, Seong Hun Choi, Min Hwangbo, Hyun Jong Lee, Jae Soo Kim","Miniscalpel Acupuncture Treatment on a Knee Degenerative Osteoarthritis Patient, Who does not Responded to Acupuncture Treatment※",2016,33,3,161,10.13045/acupunct.2016043,"Hong-Je Ko, Jae-Hee Yoo, Jeong-Cheol Shin",A Systematic Review and Meta-Analysis of Fire Needling Treatment for Knee Osteoarthritis: Focused on Comparative Studies with Manual Acupuncture Treatment during Recent Five Years,Korean Journal of Acupuncture,2019,36,2,104,10.14406/acu.2019.012
490,"Dae Chul Sin, Ho Sueb Song",Current situation of Translational research on Acupuncture Moxi bustion and Pharmacopuncture,2016,33,2,109,10.13045/acupunct.2016021,"Yong Eun Lee, Jung Hee Lee, Yun Kyu Lee, Bong Hyo Lee, Jae Soo Kim, Hyun-Jong Lee",A Study on Single-dose Toxicity and Repeated-Dose Toxicity of Drosera Rotundifolia L. Pharmacopuncture in Rodent Models,Korean Journal of Acupuncture,2019,36,2,127,10.14406/acu.2019.013
491,"Jung Hun Lee, Tae Joon Yang, Dong Geun Lee, Oook Jae Lee, Tung Shuen Wei",The Effect of Needle-embedding Therapy on Osteoarthritis of the Knee Combined with Korean Medical Treatment: Report of Five Cases,2014,31,4,195,10.13045/acupunct.2014066,"Hong-Je Ko, Jae-Hee Yoo, Jeong-Cheol Shin",A Systematic Review and Meta-Analysis of Fire Needling Treatment for Knee Osteoarthritis: Focused on Comparative Studies with Manual Acupuncture Treatment during Recent Five Years,Korean Journal of Acupuncture,2019,36,2,104,10.14406/acu.2019.012
492,"Ji Hye Hwang, Deok-Hyun Kim, Mi Suk Kang, Ho-Seub Song",Drug-Induced Gastrointestinal Dysfunction in Parkinson’s Disease: Treatment with Korean Medicine,2019,36,2,113,10.13045/jar.2019.00066,"Na Chen, Jing Wang, Attilio Mucelli, Xu Zhang, Changqing Wang",Electro-Acupuncture is Beneficial for Knee Osteoarthritis: The Evidence from Meta-Analysis of Randomized Controlled Trials,The American Journal of Chinese Medicine,2017,45,5,965,10.1142/S0192415X17500513
493,"Jin Ho Lee, Min Jeong Kim, Jae Woong Lee, Me Riong Kim, In Hee Lee, Eun Jee Kim","Comparison of the Ingredient Quantities, and Antioxidant and Anti-inflammatory Activities of Decoction Pharmacopuncture by Preparation Type",2014,31,4,45,10.13045/acupunct.2014053,"Dae-Yeon Lee, Young-Woo Yi, Wan-Su Kim, Sun-Hyung Sim, Pil-Seung Kwon, In-Hee Lee",Anti-bacterial Activity and Standardization on Hwangryunhaedok–tang,The Korean Journal of Clinical Laboratory Science,2019,51,2,214,10.15324/kjcls.2019.51.2.214
494,"Jin Ho Lee, In Hyuk Ha, Me Riong Kim, Min Jeong Kim, Jae Woong Lee, In Hee Lee, Hwa Jin Chung, Eun Jee Kim",Multiple-dose Intramuscular Toxicity Study of Shinbaro Pharmacopuncture in Sprague-Dawley Rats over a 4-week period,2015,32,4,77,10.13045/acupunct.2015063,"Yong Eun Lee, Jung Hee Lee, Yun Kyu Lee, Bong Hyo Lee, Jae Soo Kim, Hyun-Jong Lee",A Study on Single-dose Toxicity and Repeated-Dose Toxicity of Drosera Rotundifolia L. Pharmacopuncture in Rodent Models,Korean Journal of Acupuncture,2019,36,2,127,10.14406/acu.2019.013
495,"Yoon-Joo Lee, Jong-Hyeon Park, Seung-Jeong Lee, Hye-Min Ryu, Su-kyeong Kim, Young-Jun Lee, Hyun-Min Yoon, Sun-Hee Jang, Choon-Ho Song, Cheol-Hong Kim",Systematic Review of the Correlation Between Temporomandibular Disorder and Body Posture,2017,34,4,159,10.13045/jar.2017.02201,"Daniele Melita Wiest, Cláudia Tarragô Candotti, Juliana Adami Sedrez, Luiza Rampi Pivotto, Letícia Miranda Resende da Costa, Jefferson Fagundes Loss",Severidade da disfunção temporomandibular e sua relação com a postura corporal,Fisioterapia e Pesquisa,2019,26,2,178,10.1590/1809-2950/18037026022019
496,"Jae Kyu Kim, Kun Hyung Kim, Seung Hee Noh, Yu Ri Kim",Acupuncture for Patients with Chronic Musculoskeletal Pain: A Retrospective Analysis of Medical Records,2014,31,2,145,10.13045/acupunct.2014032,Jae-kyu Kim,Classification of Sa-sang typology based on index signs for Tae-Geuk acupuncture: a narrative review,Journal of Korean Medicine,2019,40,2,89,10.13048/jkm.19019
497,"Chang Yong Suh, Yoon Jae Lee, Me-riong Kim, Young Hyeon Bae, Ho Sun Kim, No Hyeon Kim, Kyu Jin Yang, Gi Bum Lee, In Hyuk Ha",A Web-based Survey for Assessment of Korean Medical Treatment Clinical Practice Patterns for Neck Pain and Cervical Intervertebral Disc Displacement※,2016,33,4,65,10.13045/acupunct.2016055,"Jae Ik Kim, Young Il Kim, Eunseok Kim, Ju Hyun Jeon, Jin Youp Kim, Ojin Kwon, So-Young Jung, Chang-Hyun Han",Effectiveness and safety of polydioxanone thread embedding acupuncture compared to physical therapy in the treatment of patients with non-specific chronic neck pain,Medicine,2019,98,32,e16768,10.1097/MD.0000000000016768
498,"Se Jung Oh, Jae Soo Kim, Yun Kyu Lee, Hyun Jong Lee",Analgesic Effects of Pharmacopuncture at Taegye(KI3) Acupoint on Formalin-induced Pain,2016,33,1,37,10.13045/acupunct.2016004,"Yong Eun Lee, Jung Hee Lee, Yun Kyu Lee, Bong Hyo Lee, Jae Soo Kim, Hyun-Jong Lee",A Study on Single-dose Toxicity and Repeated-Dose Toxicity of Drosera Rotundifolia L. Pharmacopuncture in Rodent Models,Korean Journal of Acupuncture,2019,36,2,127,10.14406/acu.2019.013
499,"Dae Chul Sin, Mi Suk Kang, Ho Sueb Song",Synergistic Effects of Bee Venom and Natural Killer Cells on B16F10 Melanoma Cell Growth Inhibition through IL-4-mediated Apoptosis,2017,34,1,1,10.13045/acupunct.2017069,"Ali Korhan Sig, Mustafa Güney, Özlem Öz Sig, Hüseyin Şan",Arı zehri: Tıbbi bakış,Turkish Journal of Clinics and Laboratory,2019,,,,10.18663/tjcl.451586
500,"Ju Hyeon Lee, Kyung Hwan Suk, Soo Hyeong Ryu, Su Yeon Lee, Hong Guk Kim, Dek Woo Ryoo, Bon Hyuk Goo, Min Jeong Kim, Yeon Cheol Park, Byung Kwan Seo, Yong Hyeon Baek",Analysis of Treatment Outcomes for Idiopathic and Secondary Frozen Shoulder with Traditional Korean Medicine: A Retrospective Study,2015,32,4,177,10.13045/acupunct.2015072,"Tae-Young Oh, Yeon-Hee Kim, Eun-Mi Oh, Su-Min Hong, Hyun-Ju Ha, Eun-Jung Lee, Min-Seok Oh",A Systematic Review and Meta-Analysis of Herbal Medicine for Frozen Shoulder,Journal of Korean Medicine Rehabilitation,2019,29,3,15,10.18325/jkmr.2019.29.3.15
501,"Hwa Yeon Ryu, Hyun Lee, Kwang Sik Yoon, Seo Young Oh, Hae Jin Kong, Jae Hui Kang",A Review of Research on the Treatment of Peroneal Nerve Palsy by Acupuncture and Moxibustion,2018,35,2,52,10.13045/jar.2018.00094,"Su Min Hong, Eun Jung Lee",A Clinical Research Analysis of the Korean Medicine for Peroneal Nerve Palsy,Journal of Korean Medicine Rehabilitation,2019,29,3,61,10.18325/jkmr.2019.29.3.61
502,"Ji Won Park, Tae Kyung Yoon, Won Bin Shin, Doo Ri Kim, Won Hyung Ryu, Yong Hyun Jeon, Hee Young Moon",The Effects of Korean Medicine Treatment on Posterior Cruciate Ligament Avulsion Fracture: A Case Report,2018,35,3,145,10.13045/jar.2018.00164,"Won Bin Shin, Ji Won Park, Hyo Jung Choi, Jin Namgoong, Sang Gyun Kim, Baek Ki Min",Treatment of Ramsay Hunt Syndrome Using Korean Medicine including Sinbaro3 Pharmacopuncture: A Case Report,Journal of Acupuncture Research,2019,36,3,161,10.13045/jar.2019.00115
503,"Hyun-Joong Kim, Sun-Ho Lee, Ji-Hoon Choi, Je-Heon Noh, Min-Young Kim, Jae-Won Jang, Do-Hyung Ha",Effects of Traditional Korean Medicine Treatment On Lumbar Spinal Stenosis and Assessing Improvement by Radiological Criteria: An Observational Study,2017,34,4,172,10.13045/jar.2017.02215,"Oh-Hoon Kwon, Sang-Gyun Kim, Ju-Hun Park, Dong-Hwi Yoo, Ki-Hoon Choi, Ki-Won Choi, Do-Hyung Ha, Hyun-Woo Cho",A Case of Dural Ectasia with Low Back Pain and Sciatica Treated with Integrative Korean Medical Treatment,Journal of Acupuncture Research,2019,36,3,182,10.13045/jar.2019.00164
504,"Jeong Kyo Jeong, Gi Nam Park, Kyung Min Kim, So Yun Kim, Eun Seok Kim, Jung Ho Kim, Seung Kyu Nam, Young Il Kim",The Effectiveness of Ultrasound-guided Bee Venom Pharmacopuncture Combined with Integrative Korean Medical Treatment for Rotator cuff Diseases : A Retrospective Case Series※,2016,33,4,165,10.13045/acupunct.2016063,"Yeon Hee Kim, Tae Young Oh, Eun Jung Lee, Min Seok Oh",A Comparative Study on the Pain and Treatment Satisfaction between Korean Medical Treatment Combined with Ultrasound Guided Soyeom Pharmacopuncture Therapy in Thoracic Paravertebral Space and Non-Guided Soyeom Pharmacopuncture Therapy on Patients with Rib,Journal of Korean Medicine Rehabilitation,2019,29,3,103,10.18325/jkmr.2019.29.3.103
505,"Hyun Ho Kim, Kyung Wook Kim, Ji Min Park, Eun Seok Kim, Min Jun Lee, Jung Won Kang, Sang Hoon Lee, Young Bae Park",Test-retest Reliability and Intratest Repeatability of Measuring Cervical Range of Motion Using Inertial Measurement Unit,2013,30,4,25,10.13045/acupunct.2013019,"Dong- Il Seol, Hyung -Min Yoon",Effects of Movement Control Biofeedback Exercise Training on Joint Position Sense and Dysfunction in Patients with Chronic Neck Pain,The Asian Journal of Kinesiology,2019,21,3,23,10.15758/ajk.2019.21.3.23
506,"Jae Ik Kim, Hye Su Kim, Gi Nam Park, Ju Hyon Jeon, Jung Ho Kim, Young Il Kim",Miniscalpel Needle Therapy with Integrative Korean Medical Treatment for Carpal Tunnel or Tarsal Tunnel Syndrome: Case Series of Three Patients,2017,34,3,139,10.13045/acupunct.2017100,"Su Gyeong Kim, Eun Jin Park, Jae Eun Lim, Hyun Jeong Do, Jeong Yoon Kim, Sung Woo Cho, Hyun Min Yoon, Cheol Hong Kim",Korean Medical Treatment Including Miniscalpel Acupuncture for Patients After Rotator Cuff Tear Surgery: A Report of Two Cases,Journal of Acupuncture Research,2019,36,3,166,10.13045/jar.2019.00129
507,"Hyo Sub Kim, Woo Young Heo, Min Kyoung Hyun, Jong Su Kim, Il A Gang",Four Case of Partial Tear of Supraspinatus Tendon Treated by Acupotomy Combined Oriental Medical Treatments,2014,31,1,167,10.13045/acupunct.2014017,"Su Gyeong Kim, Eun Jin Park, Jae Eun Lim, Hyun Jeong Do, Jeong Yoon Kim, Sung Woo Cho, Hyun Min Yoon, Cheol Hong Kim",Korean Medical Treatment Including Miniscalpel Acupuncture for Patients After Rotator Cuff Tear Surgery: A Report of Two Cases,Journal of Acupuncture Research,2019,36,3,166,10.13045/jar.2019.00129
508,"Yu na Choi, Ji Yun Oh, Hyun Seok Cho, Kyung Ho Kim, Kap Sung Kim, Seung Deok Lee, Eun Jung Kim",Research on the Amount of Stimulus Differences According to Pharmacopuncture Injected dose and Characters Method,2015,32,1,89,10.13045/acupunct.2015008,"Su-Ji Choi, Dong-Il Kim",To evaluate the efficacy and safety of PLC in perimenopausal or postmenopausal women with Hot Flashes: study protocol for a randomized controlled trial,Trials,2019,20,1,,10.1186/s13063-019-3482-5
509,"Seungah Jun, Jung Hee Lee, Han Mi Gong, Yeon Joong Chung, Ju Ran Kim, Chung A Park, Seong Hun Choi, Geon Mok Lee, Hyun Jong Lee, Jae Soo Kim",The Effects of Miniscalpel Acupuncture on Cervicogenic Headache: A report of three cases,2017,34,3,131,10.13045/acupunct.2017099,"Su Gyeong Kim, Eun Jin Park, Jae Eun Lim, Hyun Jeong Do, Jeong Yoon Kim, Sung Woo Cho, Hyun Min Yoon, Cheol Hong Kim",Korean Medical Treatment Including Miniscalpel Acupuncture for Patients After Rotator Cuff Tear Surgery: A Report of Two Cases,Journal of Acupuncture Research,2019,36,3,166,10.13045/jar.2019.00129
510,"Yo Han Kim, Min Hyok Hwang, Jae Soo Kim, Hyun Jong Lee, Yun Kyu Lee",Three Case Reports of Patients Treated with Korean Medicine after Rotator Cuff Repair,2017,34,1,39,10.13045/acupunct.2017073,"Su Gyeong Kim, Eun Jin Park, Jae Eun Lim, Hyun Jeong Do, Jeong Yoon Kim, Sung Woo Cho, Hyun Min Yoon, Cheol Hong Kim",Korean Medical Treatment Including Miniscalpel Acupuncture for Patients After Rotator Cuff Tear Surgery: A Report of Two Cases,Journal of Acupuncture Research,2019,36,3,166,10.13045/jar.2019.00129
511,"Yog Eun Lee, Jae Soo Kim, Yun Kyu Lee, Seong Chul Lim, Hyun Jong Lee",Case Report on the 2 Cases of Patients with Vascular Disease of Spinal Cord,2013,30,3,141,10.13045/acupunct.2013014,"Yujin Lee, Jee-Yeong Won, Suhyun Nam, Changwan Kim, Gyeong-Ryung Jeon, Junho Cho",A Review of Bee Venom Acupuncture for Spinal Diseases in the Journal of Korean Medicine,Journal of Korean Medicine Rehabilitation,2019,29,3,1,10.18325/jkmr.2019.29.3.1
512,"Ji Su Lee, Chun Gil Ryu, Seong Sik Jeong, Sung Il Moon",A Review of Fire Needling on Frozen Shoulder: Focusing on Chinese Journals,2013,30,3,87,10.13045/acupunct.2013008,"Tae-Young Oh, Yeon-Hee Kim, Eun-Mi Oh, Su-Min Hong, Hyun-Ju Ha, Eun-Jung Lee, Min-Seok Oh",A Systematic Review and Meta-Analysis of Herbal Medicine for Frozen Shoulder,Journal of Korean Medicine Rehabilitation,2019,29,3,15,10.18325/jkmr.2019.29.3.15
513,"Ji Hoon Choi, Sun Ho Lee, Sang Min Kim, Hyun Joong Kim, Ja Sung Koo, Hyun Ho Lee, Seong Hyun Jung, Deok Won Youn",Effects of Korean Medical Combination Treatment for 102 Cases of Cervical Disc Herniation: An Observational Study,2016,33,2,11,10.13045/acupunct.2016013,"Tae-Geol Lee, Kwang-Hwi Kim, Tae-Yeon Kim, Sang-Woon Lee, Hui-Yeong Chu, Ho Kim, Sang-Gun Lee, Jae-Yong Choi, Kang-Eah Choi, Hyun-Woo Cho",Clinical Study on 2 Cases of Cervical Spondylotic Myelopathy Treated by Korean Traditional Medicine,Journal of Korean Medicine Rehabilitation,2019,29,3,141,10.18325/jkmr.2019.29.3.141
514,"Ji Yun Oh, Yu Na Choi, Su Jeong Jo, Chan Yung Jung, Hyun Seok Cho, Seung Deok Lee, Kap Sung Kim, Eun Jung Kim",The registration and approval of Oriental Medical devices for the entry into U.S. market,2015,32,4,91,10.13045/acupunct.2015064,"Huck Jun Hong, Suw Young Ly",Voltammetric Detection of Tetrodotoxin Real-Time In Vivo of Mouse Organs using DNA-Immobilized Carbon Nanotube Sensors,Current Analytical Chemistry,2019,15,5,567,10.2174/1573411014666180510145320
515,"Gi Nam Park, So Yun Kim, Eun Seok Kim, Jung Ho Kim, Young Il Kim",The Effect of Complex Korean Medical Treatment on Spinal Cord Infarction: A Case Report,2016,33,2,189,10.13045/acupunct.2016028,"Yujin Lee, Jee-Yeong Won, Suhyun Nam, Changwan Kim, Gyeong-Ryung Jeon, Junho Cho",A Review of Bee Venom Acupuncture for Spinal Diseases in the Journal of Korean Medicine,Journal of Korean Medicine Rehabilitation,2019,29,3,1,10.18325/jkmr.2019.29.3.1
516,"Seung Min Lee, Ye Sle Shin, Dong Woo Nam, Do Young Choi",Korean Translation of the CARE guidelines,2015,32,4,1,10.13045/acupunct.2015056,"Jonghyun Ahn, Junhyuk Ko, Seyoon Kim, Soojeon Kim, Jun-hyeong Bae, Ye-ji Yoon, Hansol Lee, Hokyung Chang, Hyungsuk Kim, Seok-hee Chung, Jong-soo Lee, Sung-soo Kim, Won-Seok Chung",Evaluation of Adherence to the CARE (CAse REport) Guidelines of Case Reports in the Journal of Korean Medicine Rehabilitation,Journal of Korean Medicine Rehabilitation,2019,29,3,75,10.18325/jkmr.2019.29.3.75
517,"Ji In Lee, Ho Sueb Song",Snake Venom-enhanced Cytotoxic Effect of Natural Killer Cells on A549 Human Lung Cancer Cell Growth,2015,32,1,79,10.13045/acupunct.2015007,"Chul-Hoon Choi, Ho-Sueb Song",Effects of Snake Venom Pharmacopuncture on a Mouse model of Cerebral Infarction,Journal of Acupuncture Research,2019,36,3,140,10.13045/jar.2019.00073
518,"Bo Hyun Kim, Tae Han Yook, Beom Yong Song, Yoo Min Choi, Jin Hyeon Shin, Sanghun Lee, Young Ju Jeon, Je Heon Noh, Jong Uk Kim",Trends in Domestic and Foreign Clinical Research on Ultrasound-Guided Acupuncture,2018,35,4,214,10.13045/jar.2018.00255,"Tae-Seok Ahn, Ji-Hyun Moon, Chang-Young Park, Myung-Jin Oh, Yoo-Min Choi",The Effectiveness of Ultrasound-Guided Essential Bee Venom Pharmacopuncture Combined with Integrative Korean Medical Treatment for Rib Fracture: A Case Study,Journal of Korean Medicine Rehabilitation,2019,29,3,157,10.18325/jkmr.2019.29.3.157
519,"Hyun Ji Kim, Young Seung Ji, Seung Min Lee, Ju Hyun Jeon, Young Il Kim",A Systematic Review of Clinical Study of Bee Venom Acupuncture,2013,30,4,151,10.13045/acupunct.2013031,"Yujin Lee, Jee-Yeong Won, Suhyun Nam, Changwan Kim, Gyeong-Ryung Jeon, Junho Cho",A Review of Bee Venom Acupuncture for Spinal Diseases in the Journal of Korean Medicine,Journal of Korean Medicine Rehabilitation,2019,29,3,1,10.18325/jkmr.2019.29.3.1
520,"Seon Wook Kim, Jae Hong Kim, Myoung Rae Cho, Jeong Cheol Shin",The Effect of Pharmacopuncture at SP() and ST() on Chronic Stress Model(CSM) Rats,2015,32,2,187,10.13045/acupunct.2015029,"Seung-Joon Oh, Eunsu Jang, Young-Seon Oh, Wee-chang Kang, Eun-Jung Lee, In Chul Jung","A Pilot Study to Evaluate the Reliability of Pattern Identification Tool for Knee Osteoarthritis and to Analyze Correlation between Pattern Identification Tool and Knee Range of Motion, Visual Analog Scale and Western Ontario & Mcmaster Universities Osteo",Journal of Korean Medicine Rehabilitation,2019,29,3,113,10.18325/jkmr.2019.29.3.113
521,"Jae Woo Oh, Ho Sueb Song",Snake Venom synergized Cytotoxic Effect of Natural Killer Cells on NCI H358 Human Lung Cancer Cell Growth through Induction of Apoptosis,2016,33,2,1,10.13045/acupunct.2016012,"Chul-Hoon Choi, Ho-Sueb Song",Effects of Snake Venom Pharmacopuncture on a Mouse model of Cerebral Infarction,Journal of Acupuncture Research,2019,36,3,140,10.13045/jar.2019.00073
522,"Na Young Jo, Pyeong Jae Lee, Jeong Du Roh",Anti-inflammatory and Anti-oxidative Effects of Hot Aqueous Extract in Lipopolysaccharide (LPS)-stimulated Macrophages,2017,34,2,83,10.13045/acupunct.2017085,"Yun Mi Lee, Eunjung Son, Seung-Hyung Kim, Dong-Seon Kim",Effect of Alpinia oxyphylla extract in vitro and in a monosodium iodoacetate-induced osteoarthritis rat model,Phytomedicine,2019,65,,153095,10.1016/j.phymed.2019.153095
523,"Seung Min Lee, Sung Pil Yang, Eun Suk Kim, Min Jun Lee, Ji Min Park, Dong Woo Nam, Jung Won Kang, Sang Hoon Lee",Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.2013042,"Doğukan Özdemir, Abdulkadir Özgür, Mehmet Celebİ, Dursun Mehmet Mehel, Asude Ünal, Gokhan Akgul, Tugba Yemis",Fasiyal Paralizili Hastalarda Başvuru Süresi ile Paralizi Derecesi Arasındaki İlişki,Sakarya Medical Journal,2019,9,3,544,10.31832/smj.562018
524,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,2014,31,3,35,10.13045/acupunct.2014041,"Zuyun Qiu, Yan Jia, Yifeng Shen, Qiaoyin Zhou, Xiaojie Sun, Xinyue Zhu, Shiliang Li",Acupotomy by an ultrasound-guided technique,Medicine,2019,98,42,e17398,10.1097/MD.0000000000017398
525,"Jin Woong Lim, Won Mo Jung, In Seon Lee, Yoon Jeong Seo, Ho Sun Ryu, Yeon Hee Ryu, Youn Byoung Chae",Development of Acupuncture Manipulation Education System,2014,31,4,11,10.13045/acupunct.2014049,"Doohan Oh, Jong-hyun Kim, Youn-Sub Kim, Song-Yi Kim",Analysis of Tonification and Sedation Methods in the 『Yeongsochimgugyeong』,Korean Journal of Acupuncture,2019,36,3,171,10.14406/acu.2019.021
526,"Ji In Lee, Ho Sueb Song",The Correlation Analysis between Hours of Smartphone Use And Neck Pain in the Gachon University Students,2014,31,2,99,10.13045/acupunct.2014028,"Suwalee Namwongsa, Rungthip Puntumetakul, Manida Swangnetr Neubert, Rose Boucaut",Factors associated with neck disorders among university student smartphone users,Work,2018,61,3,367,10.3233/WOR-182819
527,"Jin Youp Kim, Hee Jin Jo, Sang Soo Nam, Young Suk Kim",Observational Study on the Effectiveness of Korean Medical Treatment on Stress Caused by Traffic Accidents,2014,31,2,31,10.13045/acupunct.2014022,"Carla L. Fisher, Christy J. W. Ledford, Paul Crawford",Explaining acupuncture in family medicine: patients’ and physicians’ use of metaphor,Journal of Communication in Healthcare,2019,12,3-4,180,10.1080/17538068.2019.1683366
528,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,2014,31,3,35,10.13045/acupunct.2014041,"Yifeng Shen, Tao Cai, Ting Li, Juan Zhong, Jing Guo, Huarui Shen",A comparison between acupotomy vs the local steroid injection for the management of soft tissue disorder,Medicine,2019,98,45,e17926,10.1097/MD.0000000000017926
529,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,2014,31,3,35,10.13045/acupunct.2014041,"Jihye Seo, Hee-Geun Jo",Greater Trochanteric Pain Syndrome Managed with Korean Medicine Therapy: A Case Report,Journal of Korean Medicine Rehabilitation,2019,29,4,127,10.18325/jkmr.2019.29.4.127
530,Stephen Birch,Acupuncture: How Might the Mechanisms of Treatment Have Contributed to the Diagnosis of “Patterns” and Pattern-based Treatments – Speculations on the Evolution of Acupuncture as a Therapy. Implications for Researchers,2018,35,2,47,10.13045/jar.2018.00101,Stephen Birch,Inter-Rater Agreement in Traditional Chinese Medicine: On the Potential Contribution of Popplewell's Work,The Journal of Alternative and Complementary Medic,2019,25,11,1077,10.1089/acm.2019.0314
531,"Na Young Jo, Jeong Du Roh",Major Components of Clinically used Bee Venom Pharmacopuncture,2017,34,1,31,10.13045/acupunct.2017072,"Ramakanta Lamichhane, Se-Gun Kim, Prakash Raj Pandeya, Kyung-Hee Lee, Kang-Kyung Sung, Sangkwan Lee, Kyung-Hee Choi, Yun Kyung Kim, Hyun-Ju Jung",Heating of bee venom before injection enhances its anti-nociceptive property and reduces the local adverse side effects,Journal of Apicultural Research,2019,,,1,10.1080/00218839.2019.1688922
532,"Kwang Sik Yoon, Hyun Lee",The Effects of Spleen-tonifying Acupuncture on Radial Pulse in Healthy Human Subjects,2013,30,4,1,10.13045/acupunct.2013017,"Hui-Ping Ng, Chin-Ming Huang, Wen-Chao Ho, Yu-Chen Lee",Acupuncture Differentially Affects the High-Frequency Spectral Energy in Radial Pulse Positions Depending on Type of Lower Back Pain,Evidence-Based Complementary and Alternative Medic,2019,2019,,1,10.1155/2019/4024501
533,"Kang Hyun Yoon, Seungmin Lee, Ji Seok Lim, Ye Eun Cho, Hwa Jin Lee, Ji Hye Kim, Jung Won Kang, Sang Hoon Lee",Experience of Bell’s Palsy Patients on Facial Exercise and Efficient Educational Program: a Qualitative Study,2015,32,1,67,10.13045/acupunct.2015006,"Rumiko Okamoto, Kazutaka Adachi, Katsuyoshi Mizukami","Effects of facial rehabilitation exercise on the mood, facial expressions, and facial muscle activities in patients with Parkinson's disease",Nippon Ronen Igakkai Zasshi. Japanese Journal of G,2019,56,4,478,10.3143/geriatrics.56.478
534,"Kyu In Kwak, Jae Hui Kang, Hyun Lee",The Effects of Acupuncture on Radial Pulse in Healthy Human Subjects: A Comparative Study on Tonifications of Kidney and Urinary Bladder,2015,32,2,105,10.13045/acupunct.2015024,"Hui-Ping Ng, Chin-Ming Huang, Wen-Chao Ho, Yu-Chen Lee",Acupuncture Differentially Affects the High-Frequency Spectral Energy in Radial Pulse Positions Depending on Type of Lower Back Pain,Evidence-Based Complementary and Alternative Medic,2019,2019,,1,10.1155/2019/4024501
535,"Han Mi Gong, Yun Kyu Lee, Bong Hyo Lee, Jae Soo Kim, Hyun-Jong Lee",The Effects of Dokhwalgisaeng-tang against Disuse Muscle Atrophy in Gastrocnemius of Rats,2018,35,4,207,10.13045/jar.2018.00227,"Yeon Joong Chung, Yun Kyu Lee, Bong Hyo Lee, Jae Soo Kim, Hyun-Jong Lee",The Protective Effects of Zanthoxylum bungeanum Maxim Pharmacopuncture on Disuse Muscle Atrophy in Rat Gastrocnemius Muscle,Journal of Acupuncture Research,2019,36,4,238,10.13045/jar.2019.00199
536,"Jae Hong Kim, Gwang Cheon Park",A Case Report of Central Post-stroke Pain Patient Treated with Scalp Acupuncture (MS6 and MS7) and Usual Treatment of Korean Medicine,2014,31,3,57,10.13045/acupunct.2014043,"Jang Mi Park, Jae Sung Lee, Jae Eun Jeong, You Jung Lee, Cham Kyul Lee, Jeong Du Roh, Na Young Jo, Eun Yong Lee",Chronic Central Post-Stroke Pain Treated with Scalp Acupuncture and Traditional Korean Medicine: A Case Report,Journal of Acupuncture Research,2019,36,4,277,10.13045/jar.2019.00192
537,"Min Kyung Kwak, Min Wook Kim, Sang Jun Jeong, Shin Ae Kim, Mi Young Jeong, Jae Hong Kim",Systematic Review of Chuna Manipulative Treatment for Ankle Sprain,2018,35,2,61,10.13045/jar.2018.00087,"Yu-Kyeong Park, Cho In Lee, Jung Hee Lee, Hyun-Jong Lee, Yun-kyu Lee, Jung-Chul Seo, Jae Soo Kim",A Facial Chuna Manual Therapy for Peripheral Facial Nerve Palsy,Journal of Acupuncture Research,2019,36,4,197,10.13045/jar.2019.00283
538,"Min Wook Kim, Jae Hee Yoo, Hong Je Go, Seon Woo Kim, Seung Won Jang, Hyun Jin Jeong, Jae Hong Kim",Systematic Review of Acupuncture Treatment for Mild Cognitive Impairment,2019,36,2,72,10.13045/jar.2019.00108,"Min Wook Kim, Jae Hee Yoo, Hong Je Ko, Seon Woo Kim, Seung Won Jang, Hyun Jin Jeong, Jae Hong Kim",Corrigendum to “Systematic Review of Acupuncture Treatment for Mild Cognitive”[J Acupunct Res 2019;36(2):72-79],Journal of Acupuncture Research,2019,36,4,286,10.13045/jar.2019.00108.e1
